company_id,company_name,category,statement,confidence
INDUSINDBK,IndusInd Bank Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
NAUKRI,Info Edge (India) Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,80
NAUKRI,Info Edge (India) Ltd,Con,Low ROCE suggests inefficient capital utilization.,80
NAUKRI,Info Edge (India) Ltd,Con,Negative Free Cash Flow may impact future growth.,100
NAUKRI,Info Edge (India) Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
NAUKRI,Info Edge (India) Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,80
NAUKRI,Info Edge (India) Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,80
NAUKRI,Info Edge (India) Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
NAUKRI,Info Edge (India) Ltd,Pro,Debt levels remain under control.,60
INFY,Infosys Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
INFY,Infosys Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,70
INFY,Infosys Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,70
INFY,Infosys Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
INFY,Infosys Ltd,Pro,Positive Free Cash Flow supports future growth.,100
INFY,Infosys Ltd,Pro,Debt levels remain under control.,60
INDIGO,Interglobe Aviation Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
INDIGO,Interglobe Aviation Ltd,Pro,Positive Free Cash Flow supports future growth.,100
INDIGO,Interglobe Aviation Ltd,Pro,Debt levels remain under control.,60
INDIGO,Interglobe Aviation Ltd,Pro,High Composite Quality Score indicates strong overall fundamentals.,100
JSWENERGY,JSW Energy Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,60
JSWENERGY,JSW Energy Ltd,Con,Low ROCE suggests inefficient capital utilization.,60
JSWENERGY,JSW Energy Ltd,Con,Negative Free Cash Flow may impact future growth.,100
JSWENERGY,JSW Energy Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
JSWENERGY,JSW Energy Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,60
JSWENERGY,JSW Energy Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
JSWSTEEL,JSW Steel Ltd,Con,Low Net Profit Margin indicates weak profitability.,70
JSWSTEEL,JSW Steel Ltd,Con,Negative Free Cash Flow may impact future growth.,100
JSWSTEEL,JSW Steel Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
JINDALSTEL,Jindal Steel & Power Ltd,Con,Negative Free Cash Flow may impact future growth.,100
JINDALSTEL,Jindal Steel & Power Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
JINDALSTEL,Jindal Steel & Power Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,60
JINDALSTEL,Jindal Steel & Power Ltd,Pro,Comfortable interest coverage reduces financial risk.,60
JINDALSTEL,Jindal Steel & Power Ltd,Pro,Debt levels remain under control.,60
JIOFIN,Jio Financial Services Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,80
JIOFIN,Jio Financial Services Ltd,Con,Low ROCE suggests inefficient capital utilization.,80
JIOFIN,Jio Financial Services Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,100
JIOFIN,Jio Financial Services Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
JIOFIN,Jio Financial Services Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
JIOFIN,Jio Financial Services Ltd,Pro,Positive Free Cash Flow supports future growth.,100
JIOFIN,Jio Financial Services Ltd,Pro,Debt levels remain under control.,60
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,Low ROCE suggests inefficient capital utilization.,70
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,High Debt-to-Equity increases financial risk.,70
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,Low interest coverage may increase financial risk.,60
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,Very high leverage increases long-term financial risk.,60
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,Healthy Net Profit Margin indicates strong profitability.,100
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,Strong Operating Profit Margin reflects operational efficiency.,100
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,Positive Free Cash Flow supports future growth.,100
LTIM,LTIMindtree Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
LTIM,LTIMindtree Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
LTIM,LTIMindtree Ltd,Pro,Positive Free Cash Flow supports future growth.,100
LTIM,LTIMindtree Ltd,Pro,Debt levels remain under control.,60
LT,Larsen & Toubro Ltd,Con,Low Net Profit Margin indicates weak profitability.,60
LT,Larsen & Toubro Ltd,Pro,Positive Free Cash Flow supports future growth.,100
LT,Larsen & Toubro Ltd,Pro,Debt levels remain under control.,60
LICI,Life Insurance Corporation of India,Con,Low Net Profit Margin indicates weak profitability.,70
LICI,Life Insurance Corporation of India,Con,Low Operating Profit Margin indicates poor operating efficiency.,80
LICI,Life Insurance Corporation of India,Con,Low Composite Quality Score indicates weak overall fundamentals.,90
LICI,Life Insurance Corporation of India,Pro,Comfortable interest coverage reduces financial risk.,100
LICI,Life Insurance Corporation of India,Pro,Positive Free Cash Flow supports future growth.,100
LICI,Life Insurance Corporation of India,Pro,Debt levels remain under control.,60
LODHA,Macrotech Developers Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,60
LODHA,Macrotech Developers Ltd,Con,Negative Free Cash Flow may impact future growth.,100
LODHA,Macrotech Developers Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
LODHA,Macrotech Developers Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,60
LODHA,Macrotech Developers Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,80
LODHA,Macrotech Developers Ltd,Pro,Comfortable interest coverage reduces financial risk.,60
LODHA,Macrotech Developers Ltd,Pro,Debt levels remain under control.,60
M&M,"Mahindra & Mahindra Ltd
",Con,Negative Free Cash Flow may impact future growth.,100
M&M,"Mahindra & Mahindra Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
MARUTI,Maruti Suzuki India Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
MARUTI,Maruti Suzuki India Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
MARUTI,Maruti Suzuki India Ltd,Pro,Positive Free Cash Flow supports future growth.,100
MARUTI,Maruti Suzuki India Ltd,Pro,Debt levels remain under control.,60
NHPC,"NHPC Ltd
",Con,Low ROCE suggests inefficient capital utilization.,70
NHPC,"NHPC Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,90
NHPC,"NHPC Ltd
",Pro,Healthy Net Profit Margin indicates strong profitability.,100
NHPC,"NHPC Ltd
",Pro,Strong Operating Profit Margin reflects operational efficiency.,100
NHPC,"NHPC Ltd
",Pro,Comfortable interest coverage reduces financial risk.,70
NHPC,"NHPC Ltd
",Pro,Positive Free Cash Flow supports future growth.,100
NHPC,"NHPC Ltd
",Pro,Debt levels remain under control.,60
NTPC,NTPC Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
NTPC,NTPC Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,80
NTPC,NTPC Ltd,Pro,Positive Free Cash Flow supports future growth.,100
NESTLEIND,Nestle India Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,60
NESTLEIND,Nestle India Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,70
NESTLEIND,Nestle India Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
NESTLEIND,Nestle India Ltd,Pro,Positive Free Cash Flow supports future growth.,100
NESTLEIND,Nestle India Ltd,Pro,Debt levels remain under control.,60
ONGC,Oil & Natural Gas Corpn Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
ONGC,Oil & Natural Gas Corpn Ltd,Pro,Comfortable interest coverage reduces financial risk.,70
ONGC,Oil & Natural Gas Corpn Ltd,Pro,Positive Free Cash Flow supports future growth.,100
ONGC,Oil & Natural Gas Corpn Ltd,Pro,Debt levels remain under control.,60
PIDILITIND,Pidilite Industries Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
PIDILITIND,Pidilite Industries Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,60
PIDILITIND,Pidilite Industries Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
PIDILITIND,Pidilite Industries Ltd,Pro,Positive Free Cash Flow supports future growth.,100
PIDILITIND,Pidilite Industries Ltd,Pro,Debt levels remain under control.,60
PFC,Power Finance Corporation Ltd,Con,Low ROCE suggests inefficient capital utilization.,60
PFC,Power Finance Corporation Ltd,Con,High Debt-to-Equity increases financial risk.,80
PFC,Power Finance Corporation Ltd,Con,Low interest coverage may increase financial risk.,60
PFC,Power Finance Corporation Ltd,Con,Negative Free Cash Flow may impact future growth.,100
PFC,Power Finance Corporation Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,90
PFC,Power Finance Corporation Ltd,Con,Very high leverage increases long-term financial risk.,80
PFC,Power Finance Corporation Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,90
PFC,Power Finance Corporation Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
POWERGRID,Power Grid Corporation of India Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,90
POWERGRID,Power Grid Corporation of India Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,100
POWERGRID,Power Grid Corporation of India Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
POWERGRID,Power Grid Corporation of India Ltd,Pro,Positive Free Cash Flow supports future growth.,100
PNB,Punjab National Bank,Con,Low ROCE suggests inefficient capital utilization.,80
PNB,Punjab National Bank,Con,High Debt-to-Equity increases financial risk.,60
PNB,Punjab National Bank,Con,Low interest coverage may increase financial risk.,60
PNB,Punjab National Bank,Con,Negative Free Cash Flow may impact future growth.,100
PNB,Punjab National Bank,Con,Low Composite Quality Score indicates weak overall fundamentals.,80
PNB,Punjab National Bank,Con,Very high leverage increases long-term financial risk.,60
RECLTD,REC Ltd,Con,High Debt-to-Equity increases financial risk.,70
RECLTD,REC Ltd,Con,Low interest coverage may increase financial risk.,60
RECLTD,REC Ltd,Con,Negative Free Cash Flow may impact future growth.,100
RECLTD,REC Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,90
RECLTD,REC Ltd,Con,Very high leverage increases long-term financial risk.,70
RECLTD,REC Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,90
RECLTD,REC Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,100
RELIANCE,"Reliance Industries Ltd
",Con,Low Return on Equity indicates weaker shareholder returns.,60
RELIANCE,"Reliance Industries Ltd
",Con,Low ROCE suggests inefficient capital utilization.,60
RELIANCE,"Reliance Industries Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
RELIANCE,"Reliance Industries Ltd
",Pro,Comfortable interest coverage reduces financial risk.,60
RELIANCE,"Reliance Industries Ltd
",Pro,Positive Free Cash Flow supports future growth.,100
RELIANCE,"Reliance Industries Ltd
",Pro,Debt levels remain under control.,60
SBILIFE,SBI Life Insurance Company Ltd,Con,Low Net Profit Margin indicates weak profitability.,80
SBILIFE,SBI Life Insurance Company Ltd,Con,Low Operating Profit Margin indicates poor operating efficiency.,80
SBILIFE,SBI Life Insurance Company Ltd,Con,Negative Free Cash Flow may impact future growth.,100
SBILIFE,SBI Life Insurance Company Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
SBILIFE,SBI Life Insurance Company Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
SBILIFE,SBI Life Insurance Company Ltd,Pro,Debt levels remain under control.,60
MOTHERSON,Samvardhana Motherson International Ltd,Con,Low Net Profit Margin indicates weak profitability.,70
MOTHERSON,Samvardhana Motherson International Ltd,Con,Low Operating Profit Margin indicates poor operating efficiency.,60
MOTHERSON,Samvardhana Motherson International Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
MOTHERSON,Samvardhana Motherson International Ltd,Pro,Positive Free Cash Flow supports future growth.,100
MOTHERSON,Samvardhana Motherson International Ltd,Pro,Debt levels remain under control.,60
SHREECEM,Shree Cement Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,60
SHREECEM,Shree Cement Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
SHREECEM,Shree Cement Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,70
SHREECEM,Shree Cement Ltd,Pro,Comfortable interest coverage reduces financial risk.,80
SHREECEM,Shree Cement Ltd,Pro,Positive Free Cash Flow supports future growth.,100
SHREECEM,Shree Cement Ltd,Pro,Debt levels remain under control.,60
SHRIRAMFIN,"Shriram Finance Ltd
",Con,High Debt-to-Equity increases financial risk.,60
SHRIRAMFIN,"Shriram Finance Ltd
",Con,Low interest coverage may increase financial risk.,60
SHRIRAMFIN,"Shriram Finance Ltd
",Con,Negative Free Cash Flow may impact future growth.,100
SHRIRAMFIN,"Shriram Finance Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
SHRIRAMFIN,"Shriram Finance Ltd
",Con,Very high leverage increases long-term financial risk.,60
SHRIRAMFIN,"Shriram Finance Ltd
",Pro,Healthy Net Profit Margin indicates strong profitability.,80
SHRIRAMFIN,"Shriram Finance Ltd
",Pro,Strong Operating Profit Margin reflects operational efficiency.,80
SIEMENS,Siemens Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
SIEMENS,Siemens Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
SIEMENS,Siemens Ltd,Pro,Positive Free Cash Flow supports future growth.,100
SIEMENS,Siemens Ltd,Pro,Debt levels remain under control.,60
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,70
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,80
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pro,Positive Free Cash Flow supports future growth.,100
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pro,Debt levels remain under control.,60
TVSMOTOR,TVS Motor Company Ltd,Con,High Debt-to-Equity increases financial risk.,60
TVSMOTOR,TVS Motor Company Ltd,Con,Low Net Profit Margin indicates weak profitability.,70
TVSMOTOR,TVS Motor Company Ltd,Con,Negative Free Cash Flow may impact future growth.,100
TVSMOTOR,TVS Motor Company Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TVSMOTOR,TVS Motor Company Ltd,Con,Very high leverage increases long-term financial risk.,60
TCS,Tata Consultancy Services Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,70
TCS,Tata Consultancy Services Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,70
TCS,Tata Consultancy Services Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,80
TCS,Tata Consultancy Services Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
TCS,Tata Consultancy Services Ltd,Pro,Positive Free Cash Flow supports future growth.,100
TCS,Tata Consultancy Services Ltd,Pro,Debt levels remain under control.,60
TATACONSUM,Tata Consumer Products Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,70
TATACONSUM,Tata Consumer Products Ltd,Con,Low Net Profit Margin indicates weak profitability.,60
TATACONSUM,Tata Consumer Products Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TATACONSUM,Tata Consumer Products Ltd,Pro,Comfortable interest coverage reduces financial risk.,100
TATACONSUM,Tata Consumer Products Ltd,Pro,Positive Free Cash Flow supports future growth.,100
TATACONSUM,Tata Consumer Products Ltd,Pro,Debt levels remain under control.,60
TATAMOTORS,Tata Motors Ltd,Con,Low Net Profit Margin indicates weak profitability.,60
TATAMOTORS,Tata Motors Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TATAMOTORS,Tata Motors Ltd,Pro,Positive Free Cash Flow supports future growth.,100
TATAPOWER,"Tata Power Company Ltd
",Con,Low Net Profit Margin indicates weak profitability.,60
TATAPOWER,"Tata Power Company Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TATAPOWER,"Tata Power Company Ltd
",Pro,Positive Free Cash Flow supports future growth.,100
TATASTEEL,"Tata Steel Ltd
",Con,Low Return on Equity indicates weaker shareholder returns.,100
TATASTEEL,"Tata Steel Ltd
",Con,Low ROCE suggests inefficient capital utilization.,70
TATASTEEL,"Tata Steel Ltd
",Con,Low Net Profit Margin indicates weak profitability.,90
TATASTEEL,"Tata Steel Ltd
",Con,Low Operating Profit Margin indicates poor operating efficiency.,60
TATASTEEL,"Tata Steel Ltd
",Con,Low interest coverage may increase financial risk.,60
TATASTEEL,"Tata Steel Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TATASTEEL,"Tata Steel Ltd
",Pro,Positive Free Cash Flow supports future growth.,100
TATASTEEL,"Tata Steel Ltd
",Pro,Debt levels remain under control.,60
TECHM,Tech Mahindra Ltd,Con,Low Return on Equity indicates weaker shareholder returns.,60
TECHM,Tech Mahindra Ltd,Con,Low Net Profit Margin indicates weak profitability.,70
TECHM,Tech Mahindra Ltd,Con,Low Operating Profit Margin indicates poor operating efficiency.,60
TECHM,Tech Mahindra Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TECHM,Tech Mahindra Ltd,Pro,Comfortable interest coverage reduces financial risk.,70
TECHM,Tech Mahindra Ltd,Pro,Positive Free Cash Flow supports future growth.,100
TECHM,Tech Mahindra Ltd,Pro,Debt levels remain under control.,60
TITAN,"Titan Company Ltd
",Con,Low Net Profit Margin indicates weak profitability.,60
TITAN,"Titan Company Ltd
",Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TITAN,"Titan Company Ltd
",Pro,Comfortable interest coverage reduces financial risk.,70
TITAN,"Titan Company Ltd
",Pro,Positive Free Cash Flow supports future growth.,100
TORNTPHARM,Torrent Pharmaceuticals Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pro,Healthy Net Profit Margin indicates strong profitability.,60
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pro,Strong Operating Profit Margin reflects operational efficiency.,90
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pro,Comfortable interest coverage reduces financial risk.,70
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pro,Positive Free Cash Flow supports future growth.,100
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pro,Debt levels remain under control.,60
TRENT,Trent Ltd,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
TRENT,Trent Ltd,Pro,Comfortable interest coverage reduces financial risk.,60
TRENT,Trent Ltd,Pro,Positive Free Cash Flow supports future growth.,100
TRENT,Trent Ltd,Pro,Debt levels remain under control.,60
UNIONBANK,,Con,High Debt-to-Equity increases financial risk.,90
ULTRACEMCO,,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
UNIONBANK,,Con,Low Operating Profit Margin indicates poor operating efficiency.,80
UNIONBANK,,Con,Low interest coverage may increase financial risk.,60
UNIONBANK,,Con,Low Composite Quality Score indicates weak overall fundamentals.,100
UNIONBANK,,Con,Very high leverage increases long-term financial risk.,80
ULTRACEMCO,,Pro,Comfortable interest coverage reduces financial risk.,80
ULTRACEMCO,,Pro,Positive Free Cash Flow supports future growth.,100
ULTRACEMCO,,Pro,Debt levels remain under control.,60
UNIONBANK,,Pro,Positive Free Cash Flow supports future growth.,100
